/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, fopen@plt, 0x400f20, 5, 3
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, strncmp@plt, 0x400d80, 5, 3
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, strcpy@plt, 0x400d90, 5, 3
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, __xstat@plt, 0x400ea0, 4, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, getenv@plt, 0x400d20, 4, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, fflush@plt, 0x400ec0, 4, 2
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, fdopen@plt, 0x400ef0, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, open@plt, 0x400f10, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, remove@plt, 0x400d70, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, frame_dummy, 0x401060, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, __libc_start_main@plt, 0x400e40, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, chmod@plt, 0x400f00, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, utime@plt, 0x400d30, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, chown@plt, 0x400ee0, 3, 1
/home/student/pin-3.25-98650-g8f6168173-gcc-linux/source/tools/project_test/bzip2, 0x400000, _fini, 0x417e50, 3, 1
